EHDSAlert; header.authorship.author[x]; 1..1; Author(s) by whom the resource was/were authored. Multiple authors could be provided.; EHDSDevice;   ; Author 
EHDSAlert; header.authorship.datetime; 1..1; Date and time of the issuing the document/resource by its author.; dateTime;   ; Date and time of authoring/issuing 
EHDSAlert; header.lastUpdate; 0..1; Date and time of the last update to the document/information; dateTime;   ; Date and time of the last update to the resource 
EHDSAlert; header.status; 1..1; Status of the resource; CodeableConcept;   ; Status of the resource 
EHDSAlert; header.statusReason[x]; 0..1; Reason for the current status of the resource.; CodeableConcept;   ; Reason for the current status of the resource. 
EHDSAlert; header.statusReason[x]; 0..1; Reason for the current status of the resource.; string;   ; Reason for the current status of the resource. 
EHDSAlert; header.language; 0..1; Language in which the resource is written. Language is expressed by the IETF language tag.; CodeableConcept; BCP 47 (preferred)  ; Language 
EHDSAlert; header.version; 0..1; Business version of the resource.; string;   ; Version 
EHDSAlert; presentedForm; 0..*; A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document; EHDSAttachment;   ; A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document 
EHDSAlert; text; 0..1; A human-readable narrative that contains a summary of the flag and can be used to represent the content of the resource to a human. The narrative need not encode all the structured data, but is required to contain sufficient detail to make it \"clinically safe\" for a human to just read the narrative.
Example 1: intolerance to aspirin due to gastrointestinal bleeding.
Example 2: intolerance to captopril because of cough (the patient is not allergic but can't tolerate it because of persistent cough)
Example 3: the patient has a rare disease that requires special treatment
Example 4: Airway Alert / Difficult Intubation
Example 5: Diagnoses such as malignant hyperthermia, porphyria, and bleeding disorders, special treatments like anticoagulants or immunosuppressants, implanted devices.
Example 6: transplanted organs illustrate other information that has to be taken into account in a healthcare contact.
Example 7: participation in a clinical trial that has to be taken into account in a healthcare contact.; string;   ; Text 
EHDSAlert; priority; 0..*; A code that identifies the priority of the alert.; CodeableConcept; hl7:Flag-priority-code (preferred)  ; Priority 
EHDSAlert; status; 0..1; Current status of the flag, Indicates whether this flag is active and needs to be displayed to a user, or whether it is no longer needed or was entered in error.; CodeableConcept; hl7:Flag-status (preferred)  ; Status 
EHDSAlert; code; 1..1; A coded or textual representation of the flag.; CodeableConcept; SNOMED CT (preferred)  ; Code 
EHDSAlert; period; 0..1; Time period when flag is active. The period of time from the activation of the flag to inactivation of the flag. If the flag is active, the end of the period should be unspecified.; Period;   ; Period 
EHDSAllergyIntolerance; ; 0..*; EHDS refined base model for allergy/intolerance; ;   ; Allergy intolerance model 
EHDSAllergyIntolerance; header; 1..1; Common header for all patient-related data; Base;   ; Common header for all patient-related data 
EHDSAllergyIntolerance; header.subject; 1..1; Patient/subject information; EHDSPatient;   ; Subject 
EHDSAllergyIntolerance; header.identifier; 0..*; Business identifier for the object; Identifier;   ; Business identifier for the object 
EHDSAllergyIntolerance; header.authorship; 1..*; Resource authoring details; Base;   ; Authorship 
EHDSAllergyIntolerance; header.authorship.author[x]; 1..1; Author(s) by whom the resource was/were authored. Multiple authors could be provided.; EHDSHealthProfessional;   ; Author 
EHDSAllergyIntolerance; header.authorship.author[x]; 1..1; Author(s) by whom the resource was/were authored. Multiple authors could be provided.; EHDSOrganisation;   ; Author 
EHDSAllergyIntolerance; header.authorship.author[x]; 1..1; Author(s) by whom the resource was/were authored. Multiple authors could be provided.; EHDSDevice;   ; Author 
EHDSAllergyIntolerance; header.authorship.datetime; 1..1; Date and time of the issuing the document/resource by its author.; dateTime;   ; Date and time of authoring/issuing 
EHDSAllergyIntolerance; header.lastUpdate; 0..1; Date and time of the last update to the document/information; dateTime;   ; Date and time of the last update to the resource 
EHDSAllergyIntolerance; header.status; 1..1; Status of the resource; CodeableConcept;   ; Status of the resource 
EHDSAllergyIntolerance; header.statusReason[x]; 0..1; Reason for the current status of the resource.; CodeableConcept;   ; Reason for the current status of the resource. 
EHDSAllergyIntolerance; header.statusReason[x]; 0..1; Reason for the current status of the resource.; string;   ; Reason for the current status of the resource. 
EHDSAllergyIntolerance; header.language; 0..1; Language in which the resource is written. Language is expressed by the IETF language tag.; CodeableConcept; BCP 47 (preferred)  ; Language 
EHDSAllergyIntolerance; header.version; 0..1; Business version of the resource.; string;   ; Version 
EHDSAllergyIntolerance; presentedForm; 0..*; A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document; EHDSAttachment;   ; A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document 
EHDSAllergyIntolerance; agentOrAllergen; 1..1; A specific allergen or other agent/substance (drug, food, chemical agent, etc.) to which the patient has an adverse reaction propensity.; CodeableConcept; 1.3.6.1.4.1.12559.11.10.1.3.1.42.24 **eHDSIActiveIngredient** (ATC, used in MH@EU); 1.3.6.1.4.1.12559.11.10.1.3.1.42.61 eHDSISubstance (EMA SMS, used in MH@EU); 1.3.6.1.4.1.12559.11.10.1.3.1.42.19 eHDSIAllergenNoDrug (SCT, used in MH@EU); ICD-11 Allergens (preferred)  ; A specific allergen or other agent/substance (drug, food, chemical agent, etc.) to which the patient has an adverse reaction propensity. 
EHDSAllergyIntolerance; typeOfPropensity; 0..1; This element describes whether this condition refers to an allergy, non-allergy intolerance, or unknown class of intolerance (not known to be allergy or intolerance); CodeableConcept; 1.3.6.1.4.1.12559.11.10.1.3.1.42.18 eHDSIAdverseEventType (SCT, used in MH@EU); http://hl7.org/fhir/ValueSet/allergy-intolerance-type (HL7, required in HL7 FHIR) (preferred)  ; This element describes whether this condition refers to an allergy, non-allergy intolerance, or unknown class of intolerance (not known to be allergy or intolerance) 
EHDSAllergyIntolerance; description; 0..1; Textual description of the allergy or intolerance; string;   ; Textual description of the allergy or intolerance 
EHDSAllergyIntolerance; criticality; 0..1; Estimate of the potential clinical harm, or seriousness, of a reaction to an identified substance.; CodeableConcept; 1.3.6.1.4.1.12559.11.10.1.3.1.42.57 eHDSICriticality (HL7, used in MH@EU); http://hl7.org/fhir/ValueSet/allergy-intolerance-criticality (HL7, required in HL7 FHIR) (preferred)  ; Estimate of the potential clinical harm, or seriousness, of a reaction to an identified substance. 
EHDSAllergyIntolerance; certainty; 0..1; Assertion about the certainty associated with a propensity, or potential risk, of a reaction to the identified substance. Diagnostic and /or clinical evidence of condition; CodeableConcept; 1.3.6.1.4.1.12559.11.10.1.3.1.42.58 eHDSIAllergyCertainty (HL7, used in MH@EU) ; http://hl7.org/fhir/ValueSet/allergyintolerance-verification (HL7, required in HL7 FHIR) (preferred)  ; Assertion about the certainty associated with a propensity, or potential risk, of a reaction to the identified substance. Diagnostic and /or clinical evidence of condition 
EHDSAllergyIntolerance; status; 0..1; Current status of the allergy or intolerance, for example, whether it is active, in remission, resolved, etc.; CodeableConcept; 1.3.6.1.4.1.12559.11.10.1.3.1.42.59 eHDSIAllergyStatus (HL7, used in MH@EU); http://hl7.org/fhir/ValueSet/allergyintolerance-clinical (HL7, required in HL7 FHIR) (preferred)  ; Current status of the allergy or intolerance, for example, whether it is active, in remission, resolved, etc. 
EHDSAllergyIntolerance; onsetDate; 0..1; When allergy or intolerance was identified; dateTime;   ; When allergy or intolerance was identified 
EHDSAllergyIntolerance; endDate; 0..1; Date of resolution of the allergy (e.g. when the clinician deemed there is no longer any need to track the underlying condition); dateTime;   ; Date of resolution of the allergy (e.g. when the clinician deemed there is no longer any need to track the underlying condition) 
EHDSAllergyIntolerance; reaction; 0..*; Adverse Reaction Events linked to exposure to substance.; Base;   ; Adverse Reaction Events linked to exposure to substance. 
EHDSAllergyIntolerance; reaction.manifestation; 0..*; Description of the clinical manifestation of the allergic reaction. Example: anaphylactic shock, angioedema. (the clinical manifestation also gives information about the severity of the observed reaction).; CodeableConcept; 1.3.6.1.4.1.12559.11.10.1.3.1.42.5 eHDSIIllnessandDisorder (ICD-10, alternative in MH@EU); 1.3.6.1.4.1.12559.11.10.1.3.1.42.11 eHDSIReactionAllergy (SCT, alternative in MH@EU); ICD-11 MMS (preferred)  ; Description of the clinical manifestation of the allergic reaction. Example: anaphylactic shock, angioedema. (the clinical manifestation also gives information about the severity of the observed reaction). 
EHDSAllergyIntolerance; reaction.date; 0..1; Date and time of allergy manifestation; dateTime;   ; Date and time of allergy manifestation 
EHDSAllergyIntolerance; reaction.severity; 0..1; Severity of the clinical manifestation of the allergic reaction.; CodeableConcept; 1.3.6.1.4.1.12559.11.10.1.3.1.42.13 eHDSISeverity (SCT, used in MH@EU); http://hl7.org/fhir/ValueSet/reaction-event-severity (HL7, Required in HL7 FHIR) (preferred)  ; Severity of the clinical manifestation of the allergic reaction. 
EHDSAllergyIntolerance; reaction.onsetDate; 0..1; Date of the observation of the reaction; dateTime;   ; Date of the observation of the reaction 
EHDSAppointment; ; 0..*; EHDS refined base model for Appointment. This is a simplified model with minimal information - it is not intended to cover the full functionality of booking systems.; ;   ; Appointment model 
EHDSAppointment; identifier; 0..*; Appointment identifier; Identifier;   ; Appointment identifier 
EHDSAppointment; subject; 0..1; The patient associated with the appointment.; EHDSPatient;   ; The patient associated with the appointment. 
EHDSAppointment; status; 1..1; The overall status of the Appointment.; CodeableConcept; HL7 Appointment status (preferred)  ; The overall status of the Appointment. 
EHDSAppointment; class; 0..*; Classification of patient encounter (e.g. inpatient, outpatient, emergency).; CodeableConcept; HL7 Encounter class (preferred)  ; Classification of patient encounter (e.g. inpatient, outpatient, emergency). 
EHDSAppointment; serviceType; 0..*; The specific service that is to be performed during this appointment.; CodeableConcept; SNOMED CT (preferred)  ; The specific service that is to be performed during this appointment. 
EHDSAppointment; specialty; 0..*; The specialty of a practitioner that would be required to perform the service requested in this appointment; CodeableConcept; SNOMED CT (preferred)  ; The specialty of a practitioner that would be required to perform the service requested in this appointment 
EHDSAppointment; start; 0..1; Date and time that the appointment is to take place.; dateTime;   ; Date and time that the appointment is to take place. 
EHDSAppointment; end; 0..1; Date and time that the appointment is to conclude.; dateTime;   ; Date and time that the appointment is to conclude. 
EHDSAppointment; note; 0..*; Additional notes/comments about the appointment.; string;   ; Additional notes/comments about the appointment. 
EHDSAttachment; ; 0..*; EHDS refined base model for This type is for containing or referencing attachments - additional data content defined in other formats. The most common use of this type is to include images or reports in some report format such as PDF. However, it can be used for any data that has a MIME type.; ;   ; Attachment model 
EHDSAttachment; contentType; 0..1; Mime type of the content, with charset etc.; CodeableConcept; BCP-13 (preferred)  ; Mime type of the content, with charset etc. 
EHDSAttachment; language; 0..1; Human language of the content; CodeableConcept; BCP 47 (preferred)  ; Human language of the content 
EHDSAttachment; data; 0..1; The actual data of the attachment - a sequence of bytes, base64 encoded.; base64Binary;   ; The actual data of the attachment - a sequence of bytes, base64 encoded. 
EHDSAttachment; url; 0..1; A location where the data can be accessed.; uri;   ; A location where the data can be accessed. 
EHDSAttachment; size; 0..1; The number of bytes of data that make up this attachment (before base64 encoding).; integer64;   ; The number of bytes of data that make up this attachment (before base64 encoding). 
EHDSAttachment; title; 0..1; A label or set of text to display in place of the data.; string;   ; A label or set of text to display in place of the data. 
EHDSBodyStructure; ; 0..*; EHDS refined base model for Body structure; ;   ; Body structure model 
EHDSBodyStructure; identifier; 0..*; Identifier for this instance of the anatomical structure.; Identifier;   ; Identifier for this instance of the anatomical structure. 
EHDSBodyStructure; morphology; 0..1; The kind of structure being represented by the body structure at BodyStructure.location. This can define both normal and abnormal morphologies.; CodeableConcept; SNOMED CT (preferred)  ; The kind of structure being represented by the body structure at BodyStructure.location. This can define both normal and abnormal morphologies. 
EHDSBodyStructure; location; 0..1; Body site; CodeableConcept; SNOMED CT (preferred)  ; Body site 
EHDSBodyStructure; locationQualifier; 0..*; Additional qualifier of the body structure (e.g. upper, lower, left side).; CodeableConcept; SNOMED CT (preferred)  ; Additional qualifier of the body structure (e.g. upper, lower, left side). 
EHDSBodyStructure; laterality; 0..1; Body structure laterality (e.g. left, right).; CodeableConcept; SNOMED CT (preferred)  ; Body structure laterality (e.g. left, right). 
EHDSBodyStructure; description; 0..1; Textual description of the body structure; string;   ; Textual description of the body structure 
EHDSCarePlan; ; 0..*; EHDS simplified model for care plan. The model includes very minimal information and is not designed to cover the full functionality of care plans.; ;   ; Care plan model 
EHDSCarePlan; header; 1..1; Common header for all patient-related data; Base;   ; Common header for all patient-related data 
EHDSCarePlan; header.subject; 1..1; Patient/subject information; EHDSPatient;   ; The patient whose intended care is described by the plan. 
EHDSCarePlan; header.identifier; 0..*; Business identifier for the object; Identifier;   ; Identifier for the care plan 
EHDSCarePlan; header.authorship; 1..*; Resource authoring details; Base;   ; Authorship 
EHDSCarePlan; header.authorship.author[x]; 1..1; Author(s) by whom the resource was/were authored. Multiple authors could be provided.; EHDSHealthProfessional;   ; Author 
EHDSCarePlan; header.authorship.author[x]; 1..1; Author(s) by whom the resource was/were authored. Multiple authors could be provided.; EHDSOrganisation;   ; Author 
EHDSCarePlan; header.authorship.author[x]; 1..1; Author(s) by whom the resource was/were authored. Multiple authors could be provided.; EHDSDevice;   ; Author 
EHDSCarePlan; header.authorship.datetime; 1..1; Date and time of the issuing the document/resource by its author.; dateTime;   ; Date and time of authoring/issuing 
EHDSCarePlan; header.lastUpdate; 0..1; Date and time of the last update to the document/information; dateTime;   ; Date and time of the last update to the resource 
EHDSCarePlan; header.status; 1..1; Status of the resource; CodeableConcept; HL7 Request status (preferred)  ; Indicates whether the plan is currently being acted upon, represents future intentions or is now a historical record. 
EHDSCarePlan; header.statusReason[x]; 0..1; Reason for the current status of the resource.; CodeableConcept;   ; Reason for the current status of the resource. 
EHDSCarePlan; header.statusReason[x]; 0..1; Reason for the current status of the resource.; string;   ; Reason for the current status of the resource. 
EHDSCarePlan; header.language; 0..1; Language in which the resource is written. Language is expressed by the IETF language tag.; CodeableConcept; BCP 47 (preferred)  ; Language 
EHDSCarePlan; header.version; 0..1; Business version of the resource.; string;   ; Version 
EHDSCarePlan; presentedForm; 0..*; A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document; EHDSAttachment;   ; A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document 
EHDSCarePlan; title; 0..1; Human-friendly name for the care plan; string;   ; Human-friendly name for the care plan 
EHDSCarePlan; description; 0..1; A description of the scope and nature of the plan.; string;   ; A description of the scope and nature of the plan. 
EHDSCarePlan; period; 0..1; Indicates when the plan did (or is intended to) come into effect and end.; Period;   ; Indicates when the plan did (or is intended to) come into effect and end. 
EHDSCarePlan; addresses; 0..*; Conditions/problems/concerns/diagnoses/etc. whose management and/or mitigation are handled by this plan.; CodeableConcept; ICD-10, SNOMED CT, Orphacode (preferred)  ; Conditions/problems/concerns/diagnoses/etc. whose management and/or mitigation are handled by this plan. 
EHDSCarePlan; activity[x]; 0..1; The details of the proposed activity represented in a specific resource.; string;   ; The details of the proposed activity represented in a specific resource. 
EHDSCarePlan; activity[x]; 0..1; The details of the proposed activity represented in a specific resource.; Reference;   ; The details of the proposed activity represented in a specific resource. 
EHDSCondition; ; 0..*; EHDS refined base model for a clinical condition, problem, diagnosis, or other event, situation, issue, or clinical concept that has risen to a level of concern.; ;   ; Condition model 
EHDSCondition; header; 1..1; Common header for all patient-related data; Base;   ; Common header for all patient-related data 
EHDSCondition; header.subject; 1..1; Patient/subject information; EHDSPatient;   ; Subject 
EHDSCondition; header.identifier; 0..*; Business identifier for the object; Identifier;   ; Business identifier for the object 
EHDSCondition; header.authorship; 1..*; Resource authoring details; Base;   ; Authorship 
EHDSCondition; header.authorship.author[x]; 1..1; Author(s) by whom the resource was/were authored. Multiple authors could be provided.; EHDSHealthProfessional;   ; Author 
EHDSCondition; header.authorship.author[x]; 1..1; Author(s) by whom the resource was/were authored. Multiple authors could be provided.; EHDSOrganisation;   ; Author 
EHDSCondition; header.authorship.author[x]; 1..1; Author(s) by whom the resource was/were authored. Multiple authors could be provided.; EHDSDevice;   ; Author 
EHDSCondition; header.authorship.datetime; 1..1; Date and time of the issuing the document/resource by its author.; dateTime;   ; Date and time of authoring/issuing 
EHDSCondition; header.lastUpdate; 0..1; Date and time of the last update to the document/information; dateTime;   ; Date and time of the last update to the resource 
EHDSCondition; header.status; 1..1; Status of the resource; CodeableConcept;   ; Status of the resource 
EHDSCondition; header.statusReason[x]; 0..1; Reason for the current status of the resource.; CodeableConcept;   ; Reason for the current status of the resource. 
EHDSCondition; header.statusReason[x]; 0..1; Reason for the current status of the resource.; string;   ; Reason for the current status of the resource. 
EHDSCondition; header.language; 0..1; Language in which the resource is written. Language is expressed by the IETF language tag.; CodeableConcept; BCP 47 (preferred)  ; Language 
EHDSCondition; header.version; 0..1; Business version of the resource.; string;   ; Version 
EHDSCondition; presentedForm; 0..*; A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document; EHDSAttachment;   ; A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document 
EHDSCondition; problem; 1..1; Code identifying the condition, problem or diagnosis; CodeableConcept; ICD-10, SNOMED CT, ICD-O, Orphacode if rare disease is diagnosed (preferred)  ; Code identifying the condition, problem or diagnosis 
EHDSCondition; onsetDate; 0..1; Onset date of a problem/condition; dateTime;   ; Onset date of a problem/condition 
EHDSCondition; endDate; 0..1; The date or estimated date that the condition resolved or went into remission; dateTime;   ; The date or estimated date that the condition resolved or went into remission 
EHDSCondition; category; 0..*; Category or categories of the problem (e.g. POA - present on admission, HAC - hospital aquired condition, and other categorisations).; CodeableConcept;   ; Category or categories of the problem (e.g. POA - present on admission, HAC - hospital aquired condition, and other categorisations). 
EHDSCondition; problemStatus; 0..1; Status of the condition/problem (active, resolved, inactive, ...); CodeableConcept; HL7 Condition Clinical Status Codes (preferred)  ; Status of the condition/problem (active, resolved, inactive, ...) 
EHDSCondition; resolutionCircumstances; 0..*; This field includes free text if the resolution circumstances are not already included in other fields such as surgical procedure, medical device, etc., e.g. hepatic cystectomy (this will be the resolution circumstances for the problem "hepatic cyst" and will be included in surgical procedures).; string;   ; Describes the reason for which the status of the problem changed from current to inactive (e.g. surgical procedure, medical treatment, etc.). 
EHDSCondition; severity; 0..1; A subjective assessment of the severity of the condition as evaluated by the clinician.; CodeableConcept; HL7 Condition/Diagnosis Severity; SNOMED CT (preferred)  ; A subjective assessment of the severity of the condition as evaluated by the clinician. 
EHDSCondition; anatomicLocation; 0..*; The anatomical location including laterality where this condition manifests itself.; EHDSBodyStructure;   ; The anatomical location including laterality where this condition manifests itself. 
EHDSCondition; stage; 0..*; Stage/grade usually assessed formally using a specific staging/grading system. Multiple assessment systems could be used.; CodeableConcept; e.g. TNM, ICD-O-3, Bi-Rads, Li-Rads, … (preferred)  ; Stage/grade usually assessed formally using a specific staging/grading system. Multiple assessment systems could be used. 
EHDSCondition; diagnosisAssertionStatus; 0..1; Assertion about the certainty associated with a diagnosis. Diagnostic and/or clinical evidence of condition.; CodeableConcept; HL7 Condition Verification Status (preferred)  ; Assertion about the certainty associated with a diagnosis. Diagnostic and/or clinical evidence of condition. 
EHDSCondition; asserter; 0..1; The asserter of the condition; EHDSHealthProfessional;   ; The asserter of the condition 
EHDSCondition; assertedDate; 0..1; Date and time of the diagnosis assertion; dateTime;   ; Date and time of the diagnosis assertion 
EHDSCondition; specialistContact; 0..*; Health Professional who may be specifically related to the problem, as a preferred contact.; EHDSHealthProfessional;   ; Health Professional who may be specifically related to the problem, as a preferred contact. 
EHDSCondition; externalResource; 0..*; External Resource which may be specifically related to the problem, for example a link between a rare disease problem and the corresponding guidelines.; uri;   ; External Resource which may be specifically related to the problem, for example a link between a rare disease problem and the corresponding guidelines. 
EHDSCoverage; ; 0..*; EHDS refined base model for Coverage; ;   ; Coverage model 
EHDSCoverage; identifier; 0..*; Business Identifier for the coverage; Identifier;   ; Business Identifier for the coverage 
EHDSCoverage; type; 0..1; Type of coverage: social program, medical plan, accident coverage (workers compensation, auto), group health or payment by an individual or organisation.; CodeableConcept; hl7:coverage-selfpay, hl7:v3-ActCoverageTypeCode (preferred)  ; Type of coverage: social program, medical plan, accident coverage (workers compensation, auto), group health or payment by an individual or organisation. 
EHDSCoverage; patient; 1..1; Patient who benefits from the insurance coverage when products and/or services are provided.; EHDSPatient;   ; Patient who benefits from the insurance coverage when products and/or services are provided. 
EHDSCoverage; payor; 1..*; Payor including both insurance and non-insurance agreements, such as patient-pay agreements.; Base;   ; Payor including both insurance and non-insurance agreements, such as patient-pay agreements. 
EHDSCoverage; payor.payorEntity[x]; 1..1; Payor entity; EHDSOrganisation;   ; Payor entity 
EHDSCoverage; payor.payorEntity[x]; 1..1; Payor entity; EHDSPatient;   ; Payor entity 
EHDSCoverage; payor.subscriberId; 0..1; Number or code under which the insured person is registered at the insurance provider.; Identifier;   ; Number or code under which the insured person is registered at the insurance provider. 
EHDSCurrentPregnancy; ; 0..*; Current pregnancy status; ;   ; Current pregnancy status model 
EHDSCurrentPregnancy; header; 1..1; Common header for all patient-related data; Base;   ; Common header for all patient-related data 
EHDSCurrentPregnancy; header.subject; 1..1; Patient/subject information; EHDSPatient;   ; Subject 
EHDSCurrentPregnancy; header.identifier; 0..*; Business identifier for the object; Identifier;   ; Business identifier for the object 
EHDSCurrentPregnancy; header.authorship; 1..*; Resource authoring details; Base;   ; Authorship 
EHDSCurrentPregnancy; header.authorship.author[x]; 1..1; Author(s) by whom the resource was/were authored. Multiple authors could be provided.; EHDSHealthProfessional;   ; Author 
EHDSCurrentPregnancy; header.authorship.author[x]; 1..1; Author(s) by whom the resource was/were authored. Multiple authors could be provided.; EHDSOrganisation;   ; Author 
EHDSCurrentPregnancy; header.authorship.author[x]; 1..1; Author(s) by whom the resource was/were authored. Multiple authors could be provided.; EHDSDevice;   ; Author 
EHDSCurrentPregnancy; header.authorship.datetime; 1..1; Date and time of the issuing the document/resource by its author.; dateTime;   ; Date and time of authoring/issuing 
EHDSCurrentPregnancy; header.lastUpdate; 0..1; Date and time of the last update to the document/information; dateTime;   ; Date and time of the last update to the resource 
EHDSCurrentPregnancy; header.status; 1..1; Status of the resource; CodeableConcept;   ; Status of the resource 
EHDSCurrentPregnancy; header.statusReason[x]; 0..1; Reason for the current status of the resource.; CodeableConcept;   ; Reason for the current status of the resource. 
EHDSCurrentPregnancy; header.statusReason[x]; 0..1; Reason for the current status of the resource.; string;   ; Reason for the current status of the resource. 
EHDSCurrentPregnancy; header.language; 0..1; Language in which the resource is written. Language is expressed by the IETF language tag.; CodeableConcept; BCP 47 (preferred)  ; Language 
EHDSCurrentPregnancy; header.version; 0..1; Business version of the resource.; string;   ; Version 
EHDSCurrentPregnancy; presentedForm; 0..*; A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document; EHDSAttachment;   ; A narrative easy-to-read representation of the full data set, e.g. PDF-version of a document 
EHDSCurrentPregnancy; narrative; 0..1; Narrative description describing the status of the current pregnancy.; string;   ; Textual description of current pregnancy status 
